RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
5206,59994987,Jones,817,Germany,Male,72,4,7592.081250969829,3,0,0,100138.22396688297,0
5207,78227301,Jones,780,Spain,Female,67,4,175630.11786765055,3,1,1,175994.99600922814,1
5208,97369348,Smith,688,Germany,Female,28,8,15177.986029634494,2,1,1,38972.96058840208,0
5209,25351340,Jones,823,France,Male,75,4,55127.85599524742,4,0,1,45689.05567172118,1
5210,69378873,Smith,572,Germany,Male,34,7,65538.52695258874,4,0,0,161513.46429227028,1
5211,42809032,Brown,544,Germany,Male,53,5,41578.07422740645,3,0,0,12092.022411033977,1
5212,41432869,Williams,557,France,Female,71,6,98586.60727574056,4,1,1,65559.69828822275,0
5213,89983262,Johnson,326,Spain,Male,63,2,195134.42715345274,2,1,1,187796.1187516061,0
5214,26474426,Jones,711,Germany,Female,82,4,102980.53136308507,3,1,1,12420.891326496005,1
5215,63152112,Smith,751,Spain,Female,26,4,90213.50888297916,4,1,0,57704.18054042152,0
5216,27576070,Jones,498,France,Female,68,0,58704.67400336099,3,0,0,120572.98350392532,1
5217,28828216,Johnson,899,Spain,Male,60,5,96418.7384595257,1,1,1,169393.03406599775,1
5218,29279947,Brown,330,Spain,Female,35,0,70951.4532659483,1,0,1,19907.38869622987,0
5219,95054846,Johnson,603,Spain,Male,69,8,79130.25070727142,1,0,1,148747.11178541085,1
5220,39857857,Jones,358,France,Female,41,7,35892.65989753887,1,0,0,101003.92345150863,0
5221,20483409,Williams,709,France,Female,40,1,190515.9302491551,2,1,1,77404.99778008889,1
5222,89187544,Williams,723,Spain,Female,24,1,49907.901837644844,3,1,0,31538.94798449624,1
5223,75552719,Johnson,480,France,Male,58,4,11617.597933638479,2,0,1,64877.90225918969,0
5224,92176842,Johnson,403,France,Female,46,2,138247.02648285803,3,1,1,191829.7756805615,1
5225,95489304,Brown,300,Spain,Male,67,8,205627.29786072928,4,0,0,169813.30889397385,0
5226,72427572,Johnson,635,Germany,Female,35,8,45546.46693141143,1,0,0,86953.90367518128,1
5227,43409404,Williams,510,Spain,Male,49,0,147573.1048337905,2,1,1,108827.17573060737,1
5228,61546392,Brown,808,Germany,Male,25,8,173352.4053443126,4,0,0,42062.404736331984,0
5229,64650999,Brown,517,Spain,Male,81,6,42499.47296012119,2,1,0,50488.23834755162,1
5230,56358609,Johnson,697,Germany,Male,66,5,22733.480250801545,4,1,0,80321.54689047814,0
5231,51802661,Smith,317,Germany,Female,86,5,143904.3363922701,4,1,0,132565.95596631063,0
5232,66348412,Jones,814,Germany,Male,54,1,151701.97098491178,3,1,1,96839.39174327887,1
5233,74854209,Johnson,639,Germany,Male,84,6,165262.5400327128,1,1,1,159886.04483282843,1
5234,86228957,Johnson,428,Germany,Male,83,4,150571.9553148118,2,1,0,109015.11444457124,0
5235,74293215,Johnson,340,France,Female,78,2,164389.47186597728,4,1,0,23941.331223539608,0
5236,32815018,Jones,892,France,Female,43,1,235421.05784877267,4,1,0,114135.17146234987,0
5237,26532303,Williams,774,Spain,Female,64,8,44796.929708906144,4,0,1,16793.546502741865,1
5238,11274117,Williams,544,France,Female,81,9,1418.7786647410217,1,1,0,143367.32630733412,1
5239,37535111,Johnson,434,France,Female,56,2,30233.49704740902,3,1,0,124154.84766102766,0
5240,91503185,Johnson,522,Spain,Female,25,7,214994.09201948927,3,1,1,132414.36514729031,1
5241,45814639,Williams,386,Germany,Female,32,8,4879.512668430452,2,0,0,97618.29811831808,0
5242,53027888,Williams,756,Germany,Male,59,6,230160.5541080393,2,1,1,110086.6813204204,1
5243,31081641,Jones,706,Spain,Male,32,5,20112.85327615797,3,0,1,154938.00082396102,0
5244,91212217,Williams,424,Spain,Male,79,9,42285.42621071252,3,1,0,117381.82427333576,0
5245,77796441,Jones,485,Germany,Female,73,6,123793.55935127081,1,1,0,73469.63544851606,1
5246,34797191,Brown,525,France,Male,48,8,81451.85596671769,3,0,1,37732.12853113207,1
5247,97611097,Williams,764,France,Male,79,1,94476.58044260796,4,1,0,176391.14936089714,0
5248,60861205,Smith,664,Spain,Male,57,9,23916.66981042151,1,1,0,108055.24779258882,1
5249,74267371,Smith,306,Spain,Male,47,2,154798.1883969714,1,0,1,27773.99160142041,1
5250,52797823,Jones,482,Spain,Male,38,5,113135.15786803274,2,0,1,193055.48791866103,1
5251,44103733,Brown,307,France,Male,85,4,171885.80359589437,4,0,1,88994.77408248684,0
5252,27158631,Williams,475,France,Male,76,3,32134.42106783615,4,0,1,184566.85095736655,1
5253,30923089,Jones,800,France,Male,61,5,99909.75750144199,1,1,1,79364.88089960058,1
5254,94401062,Jones,720,Germany,Female,53,7,99939.32098286542,2,0,0,116283.11541831038,1
5255,84741989,Jones,792,Germany,Male,55,2,126431.4094565055,1,0,0,89058.11393754582,1
5256,70449840,Williams,524,Germany,Female,53,6,78417.52826092333,4,1,1,106573.75783018989,1
5257,17984995,Smith,401,France,Female,59,6,50975.76653293992,3,1,1,51803.3688160486,1
5258,87306184,Williams,802,Germany,Female,58,3,126272.07450633867,1,0,0,38031.03372217752,1
5259,77552940,Brown,314,France,Female,45,2,197809.08720919798,3,0,1,93762.23290999007,1
5260,29054030,Brown,603,France,Female,65,3,232701.32223209413,3,1,1,137193.6070454077,1
5261,33279794,Williams,800,Spain,Male,47,3,225350.41683688993,3,1,1,198397.6545733073,0
5262,36210542,Smith,849,Germany,Female,22,8,79930.60685941139,1,1,1,67769.68452349064,0
5263,49380676,Jones,669,Germany,Male,18,9,74285.25310758292,3,1,0,85148.68907694268,1
5264,52712839,Williams,874,Spain,Male,57,8,82381.72995540504,2,1,0,182896.00718883896,0
5265,22301379,Williams,574,Germany,Female,63,7,89036.5273114361,1,0,1,144651.7370461372,1
5266,78836696,Jones,717,France,Male,18,6,115660.97329948097,3,1,0,176689.77968639915,0
5267,13100612,Williams,713,Spain,Male,84,5,85665.63894375773,3,1,1,184815.24731801637,0
5268,15904019,Smith,596,Germany,Male,51,9,98952.03338424658,3,1,1,55156.65000060967,1
5269,19554936,Williams,347,France,Female,30,1,43581.074823831725,3,0,1,149565.40581732287,0
5270,82595423,Johnson,789,Spain,Male,82,1,175768.88938047917,1,1,1,164348.52317300043,1
5271,42085833,Smith,619,Germany,Male,85,0,36028.695546127674,3,1,0,124675.3923429278,1
5272,69231488,Smith,668,France,Male,51,8,112077.7110003285,3,1,0,89256.93023039681,1
5273,80410129,Williams,687,France,Female,50,9,24034.895526568012,4,1,0,15638.847323732449,0
5274,88976143,Johnson,710,Germany,Female,51,7,139324.0902726292,3,1,1,163129.87156106363,0
5275,78743219,Williams,878,Spain,Female,55,4,198614.2252958497,2,1,0,17938.0309516912,1
5276,24444440,Johnson,323,Germany,Male,23,4,154069.02761171776,1,0,1,20150.26872916327,0
5277,30476256,Brown,841,Spain,Male,89,6,46926.489163574726,1,1,1,132664.2751236332,1
5278,56716240,Williams,807,Germany,Female,62,9,134380.41307968256,3,1,0,82140.57781785067,0
5279,91020910,Johnson,650,France,Female,37,6,213708.71917515062,2,0,1,161927.68286763458,0
5280,46853916,Smith,511,France,Female,68,4,144301.8312506262,4,0,1,29326.652472239493,1
5281,18233842,Smith,847,Germany,Male,39,1,29949.778471261096,1,1,0,67244.26906673588,0
5282,26307819,Williams,720,Germany,Female,32,4,43318.75361923918,4,0,1,115140.11850621902,1
5283,80367091,Williams,576,Germany,Female,70,8,205420.4854898672,1,1,0,55428.33992279887,0
5284,56909017,Johnson,870,France,Female,46,9,210038.80120206095,2,0,1,111775.80362266672,1
5285,18360666,Williams,735,France,Male,37,8,142205.11820897195,2,0,0,134478.34582390025,1
5286,95254619,Smith,351,France,Male,75,2,207575.38031074445,3,0,1,108095.13805079988,1
5287,70969104,Williams,538,France,Female,25,7,122011.495475538,4,1,0,99394.87481792031,1
5288,96583515,Brown,620,Spain,Female,58,9,149252.98229563626,2,1,0,49351.75554062269,0
5289,79080712,Brown,756,France,Female,53,6,159608.33162261918,1,1,1,31888.516539230903,0
5290,18629864,Smith,889,Spain,Male,18,2,163513.96418311892,1,1,1,111441.33996861489,1
5291,57654742,Brown,814,Germany,Male,39,8,238028.59986197946,4,0,0,16325.362562928187,1
5292,61039241,Brown,511,France,Female,30,2,235907.21648793068,3,0,0,25329.033185996297,0
5293,87143779,Smith,476,France,Male,75,7,15925.667135686883,1,1,1,170318.61447384238,0
5294,97385363,Williams,861,Germany,Female,84,7,134094.77206766827,1,1,1,159972.69915226498,1
5295,68240637,Smith,652,Germany,Male,82,4,24800.505800582352,2,1,0,74607.56355444917,1
5296,70725232,Brown,757,Spain,Female,81,5,44100.26054556643,1,1,0,97084.6461802794,1
5297,81247192,Williams,548,France,Female,65,8,226503.2429113816,2,0,1,156758.77754346724,0
5298,39847546,Johnson,696,Spain,Female,55,7,128492.48035660565,1,1,1,12184.998306177147,0
5299,14020954,Jones,300,Spain,Female,28,5,135984.51123666193,3,0,1,15929.075423860288,0
5300,81180931,Jones,661,Spain,Male,44,0,86472.01207511938,3,1,1,88279.67393511241,0
5301,82765876,Jones,725,France,Female,65,1,193428.93273020128,3,1,1,105131.38333166245,1
5302,30682803,Williams,540,France,Female,47,6,165665.9528790188,2,0,1,14771.237297125233,1
5303,65789624,Brown,845,France,Male,38,1,166142.75958732056,2,1,1,59188.9670022497,0
5304,40103920,Williams,542,Spain,Female,85,7,13736.329845765838,2,1,1,20761.20615581503,1
5305,31769218,Jones,661,Spain,Male,25,7,228944.28666443707,4,1,1,63252.2143028214,1
5306,58910084,Smith,385,Spain,Male,20,9,223167.12837913024,4,1,1,189030.92108208052,0
5307,10055675,Smith,686,Spain,Female,65,0,216625.33161727438,3,1,0,161263.95969485305,0
5308,61943279,Brown,326,France,Male,70,0,111450.85134547345,1,0,1,90194.07405117611,0
5309,11579666,Johnson,391,Spain,Male,74,1,227143.33143916083,1,0,0,109306.90686928121,1
5310,35378674,Jones,694,Germany,Female,55,3,4575.00302326802,1,1,0,18603.180769590796,1
5311,13109857,Williams,503,Germany,Female,61,3,152279.18421543768,4,1,0,151140.7722884985,1
5312,13901489,Brown,441,Germany,Male,65,9,34073.325918216215,1,1,1,55063.8859904831,0
5313,94442159,Johnson,874,France,Female,48,4,223349.09791852228,2,1,0,12039.379415929434,1
5314,69002127,Johnson,347,France,Female,58,7,11829.853100930683,4,0,0,80514.36397147561,1
5315,23768858,Smith,579,France,Female,40,5,160158.25943847702,4,0,1,99507.97954114762,0
5316,44389282,Brown,847,Germany,Male,73,9,231162.53772026178,1,0,1,180631.7639071547,1
5317,96734175,Brown,630,France,Female,37,5,225375.08909348503,1,1,1,45702.51631687251,1
5318,85412527,Johnson,403,France,Female,73,7,100962.38320273068,3,1,0,49375.80673375584,0
5319,28986762,Smith,615,Spain,Male,87,7,220086.8796308773,2,0,1,52012.76988269526,1
5320,90549185,Jones,766,Germany,Female,27,4,172197.00014309832,3,1,0,58480.69179700187,1
5321,54628803,Smith,449,France,Male,39,8,131801.2461451122,3,0,1,144295.3610063154,0
5322,76538497,Johnson,530,France,Male,63,0,1702.0752490392865,1,1,1,61121.90129851884,1
5323,18997548,Williams,641,Germany,Female,78,6,11557.872332847552,4,1,0,30441.283855396643,0
5324,33177446,Brown,445,Spain,Male,40,3,94778.89141012075,2,0,0,187936.24496866504,0
5325,78501520,Brown,737,Germany,Female,61,0,168018.47608562335,1,1,0,98759.08794116144,1
5326,48982850,Brown,426,Spain,Male,43,1,161183.135574614,1,0,1,59670.77779040896,1
5327,10649611,Smith,396,Germany,Male,75,6,107592.42891080114,3,0,0,16555.31555694374,0
5328,12667490,Jones,406,France,Male,53,6,72471.97232357255,1,1,1,155793.22194105288,1
5329,83254790,Smith,516,Germany,Female,53,4,201212.93639622218,4,0,0,51185.42529015197,0
5330,39541574,Jones,859,France,Female,76,7,217826.44657446028,1,0,1,92916.1212800317,0
5331,83292497,Smith,778,France,Male,21,5,241547.66639002095,2,1,0,169563.5849526855,1
5332,39712325,Jones,564,Spain,Female,71,3,115450.53487262827,2,0,1,133001.3623558993,1
5333,52122954,Brown,605,Germany,Male,44,5,212372.57442863745,1,1,0,170382.20273070107,0
5334,74692570,Smith,765,France,Male,79,3,179724.85524401462,2,1,1,46484.8611975328,0
5335,97540725,Williams,685,France,Male,76,1,97496.22020417408,2,0,1,154526.38917704026,0
5336,70122126,Brown,392,Spain,Male,19,6,95314.80861723768,1,0,1,57634.17622390583,1
5337,24603658,Johnson,722,Spain,Female,20,8,109716.93933131114,3,0,1,92979.9723670458,0
5338,73207111,Smith,405,France,Female,67,6,36750.24722555026,1,1,0,54087.69763731444,1
5339,95607514,Williams,622,France,Female,62,6,215642.88439460716,2,0,0,170135.40130198593,1
5340,79959291,Jones,602,Germany,Male,81,6,78233.15265922165,2,1,0,192350.20626817795,1
5341,87203250,Smith,341,Spain,Female,26,3,233590.44089600546,3,1,1,158166.10493352695,0
5342,10454199,Smith,573,Spain,Male,53,4,174740.2548064105,3,0,0,187212.95740723526,0
5343,42632863,Johnson,361,Spain,Female,69,6,83352.79988534478,1,1,0,84741.38328897236,1
5344,65318784,Smith,777,Germany,Male,75,5,216523.72092709813,1,0,1,84446.98310565075,1
5345,23159093,Johnson,833,France,Male,71,5,8814.679115175417,4,1,1,164250.74114928205,0
5346,21028731,Johnson,792,France,Female,67,2,193068.30200207813,4,0,0,141775.11513378963,0
5347,86088412,Smith,873,France,Male,55,7,32307.51406511048,3,0,1,119622.44060193456,1
5348,69412839,Johnson,389,Germany,Female,19,9,213824.77224917794,2,1,0,196535.70300336005,1
5349,46871593,Jones,568,Spain,Male,51,3,58019.85079592103,2,0,0,158957.55616763805,1
5350,59704248,Smith,411,Spain,Female,76,4,236508.49801847528,2,1,0,46167.31264123143,0
5351,64498523,Williams,414,Germany,Female,27,7,207325.48769422935,3,1,1,70522.64669256327,1
5352,97269299,Johnson,651,France,Female,82,5,20951.759862378265,4,1,0,169455.72910124785,0
5353,21136276,Brown,457,Spain,Male,67,1,33898.02723744773,4,1,1,25235.376475603895,0
5354,91702035,Brown,694,France,Male,62,8,224347.625781412,1,0,0,129928.66334935924,0
5355,72076993,Johnson,416,France,Male,23,7,51158.55377065806,4,1,0,39684.07251822051,0
5356,73598371,Smith,464,Spain,Female,65,8,163520.04786396967,2,0,0,117194.20000017261,0
5357,84640970,Williams,627,Germany,Female,71,1,156339.78699414467,3,0,1,133745.87861411937,0
5358,29686163,Johnson,617,Spain,Male,73,1,118857.06295676396,1,1,0,185206.70197710535,0
5359,43927780,Brown,671,France,Male,77,2,217848.47266093452,2,0,0,17267.754743925383,0
5360,87217286,Jones,344,Spain,Male,39,1,85628.68577308155,4,0,0,194566.66608219437,1
5361,60648300,Williams,619,Spain,Male,73,0,84360.34930700132,2,0,1,182010.35269425696,0
5362,70946935,Brown,862,Germany,Male,45,1,20475.941004464148,2,0,0,87817.46251666083,1
5363,69795488,Jones,878,Germany,Female,43,9,95499.91706633911,4,0,1,23064.588678501597,0
5364,79409496,Jones,519,Germany,Male,76,8,213648.09514370837,1,1,0,86697.35286146803,1
5365,70897722,Jones,582,Spain,Female,67,4,89408.26080747796,3,0,0,11604.7421709204,1
5366,42259382,Brown,643,France,Female,36,1,244673.8325904025,3,0,0,108319.55657544457,1
5367,11015594,Jones,696,Spain,Female,28,6,210956.34403856305,3,0,1,191190.52977681594,0
5368,94974319,Johnson,581,Spain,Female,74,3,202032.36995910123,2,1,1,118451.47319356557,0
5369,69008154,Williams,828,Spain,Male,65,8,156691.83593618945,3,1,0,42711.17156487284,0
5370,23733206,Williams,525,France,Male,88,2,129945.62844273957,3,1,0,188368.87123147122,0
5371,89061488,Brown,576,Germany,Male,66,0,86841.75927779655,4,1,1,175572.615772252,0
5372,92030324,Williams,762,Spain,Male,55,5,159919.33494565298,1,0,1,57775.6093872774,1
5373,74813477,Smith,545,France,Male,41,5,160489.44392527986,3,0,0,167050.5245271152,0
5374,79579375,Johnson,780,Spain,Female,62,1,153040.72560539946,3,1,0,82122.48265309088,1
5375,48233463,Brown,773,France,Female,38,6,53196.61386920627,2,1,1,63712.96939653035,1
5376,36049561,Smith,701,Germany,Male,64,1,195098.3883877343,4,0,0,144617.07739948467,0
5377,54017702,Johnson,561,Germany,Male,61,7,59133.22410120719,2,1,0,77776.92967670652,1
5378,95213199,Johnson,539,Germany,Female,46,3,101725.67132145127,3,0,0,154851.17959579057,0
5379,56153375,Jones,386,Spain,Male,59,4,140600.39174685066,1,1,0,123714.88953270119,0
5380,80384910,Jones,625,Germany,Female,83,6,167895.22383326106,4,1,1,195142.7115998677,0
5381,64037979,Williams,377,France,Male,48,5,27040.1786938117,3,1,1,30649.118692905773,0
5382,90978763,Johnson,786,Germany,Female,65,3,186016.81664970945,1,1,1,87220.31644228924,0
5383,42799217,Brown,750,Spain,Female,61,0,25720.48584061254,3,0,1,129205.20404889903,1
5384,51881555,Johnson,433,Spain,Female,77,9,208901.7145948009,2,0,0,67434.14203660045,0
5385,55280571,Johnson,325,Germany,Male,70,5,147777.6285519513,3,0,1,87820.69877273914,0
5386,80395959,Johnson,769,France,Male,22,1,225262.35516250474,1,0,1,100573.30313251595,0
5387,52570624,Brown,846,France,Female,42,6,91024.93131506661,2,1,1,134711.12908706852,0
5388,12005174,Brown,670,Spain,Female,66,1,235548.48416168612,3,1,1,193711.31697422254,1
5389,23075961,Jones,360,France,Female,22,5,26361.583454039937,3,0,1,184800.26477981094,1
5390,33695129,Brown,886,Germany,Female,19,5,233202.79667571207,3,0,1,114005.1536609537,0
5391,68585342,Brown,593,Spain,Male,51,0,217988.82107297066,3,0,1,121459.80673123123,1
5392,17852351,Williams,342,Spain,Male,53,1,392.3691471833801,2,1,1,95767.50613289331,1
5393,58963675,Brown,836,France,Female,43,1,194868.248920406,3,0,0,68016.31063796692,0
5394,75039494,Williams,335,Germany,Male,70,6,238167.95048884526,4,0,0,57502.4115999205,1
5395,70620952,Williams,575,Spain,Female,66,8,133114.52566587343,3,1,1,31070.36338304381,0
5396,66631195,Williams,397,Spain,Male,61,3,63436.11665371124,2,1,1,162913.85466030697,0
5397,56024750,Williams,564,France,Male,51,8,13247.518710169465,3,1,0,88877.57590517835,0
5398,43155734,Johnson,848,Spain,Male,37,9,52732.73880467777,3,0,1,100579.80422412966,0
5399,65267592,Brown,895,France,Male,26,4,227788.7077525859,3,1,0,97050.04087172868,0
5400,57570347,Smith,892,Spain,Female,67,0,197739.8314309532,4,1,1,183372.30086982745,0
5401,96997914,Jones,515,France,Male,49,3,168740.1917621583,2,1,1,100373.55224652837,0
5402,89401726,Brown,717,France,Male,68,7,2602.375552766517,1,1,0,168893.38142914127,0
5403,24776570,Brown,524,France,Male,86,5,82378.71527885065,1,0,1,92606.03729801757,1
5404,52901561,Smith,651,France,Female,23,3,195999.2708807252,1,0,1,36765.45712668706,0
5405,85004773,Jones,676,Germany,Male,23,2,59624.68327761905,2,1,1,127878.53024944766,0
5406,30410220,Brown,808,Spain,Female,44,0,16906.03915627037,3,0,0,185605.53092078122,0
5407,76365279,Smith,831,Germany,Male,27,0,129674.54704939577,2,0,1,93481.12670924357,1
5408,26352206,Johnson,654,France,Female,55,2,13846.868022487135,1,1,1,155203.81680554803,1
5409,48974174,Williams,578,Spain,Female,49,9,124722.68850477457,2,0,1,73943.23456032775,1
5410,38719937,Brown,667,France,Female,54,0,100278.8173686619,3,1,1,147756.59871322653,1
5411,79952702,Johnson,304,France,Male,75,2,141757.02964213895,3,1,1,112301.45936980967,1
5412,95852868,Smith,391,Germany,Male,28,9,171682.87805598325,4,1,1,33022.896324898495,0
5413,77582296,Brown,389,Germany,Female,25,5,212920.61105129228,3,1,1,73412.29908365474,0
5414,66642827,Jones,897,Spain,Female,49,3,113977.28767145888,1,0,1,180595.35915172298,0
5415,95448556,Smith,765,France,Male,47,9,140053.26022162577,3,0,0,43049.190636504005,0
5416,73224018,Smith,835,Spain,Male,40,5,146251.36842311628,3,1,1,109140.96916088978,0
5417,94817474,Smith,896,France,Male,20,7,213901.05740266875,4,1,1,88384.72230846775,0
5418,86957120,Johnson,377,Spain,Female,52,6,212487.25357436316,1,0,1,147410.74397329456,1
5419,31284945,Johnson,711,Spain,Male,75,4,132073.26382019493,4,0,1,108630.13384631205,0
5420,45845448,Brown,839,Spain,Female,41,4,114914.31862084664,1,0,0,36746.03776657606,1
5421,92640698,Brown,869,France,Male,74,3,13571.44876656105,4,1,1,19593.65379218221,0
5422,53600349,Williams,685,Germany,Female,43,4,143421.54378402623,4,0,1,118874.55818411699,1
5423,22573937,Brown,310,Germany,Female,45,4,46361.4747243832,4,1,1,157851.73313932677,1
5424,84709611,Jones,457,Spain,Male,69,9,139444.1020113865,4,0,1,96222.73794254409,0
5425,71011845,Smith,582,France,Female,44,7,138040.14558781442,2,0,1,78701.19186309673,0
5426,18286241,Brown,862,Spain,Female,74,8,183325.87761584143,4,0,1,61698.8603168871,0
5427,11282314,Brown,611,Spain,Female,38,6,35630.701992855866,1,0,1,180106.71315750305,0
5428,45857993,Johnson,819,Germany,Female,82,9,1619.501178229843,1,0,1,125607.5647620005,1
5429,57891363,Johnson,773,Germany,Male,65,1,195724.38802010013,4,0,0,128948.41845002444,0
5430,49958320,Williams,685,Germany,Female,68,2,197956.90393849724,2,0,1,175470.0892862852,0
5431,52003680,Brown,561,Germany,Male,20,7,216460.35352199725,1,0,0,154409.6919565334,1
5432,87650870,Jones,761,Spain,Female,57,5,59524.21856582832,2,0,0,124137.53861422569,0
5433,55483528,Jones,656,Spain,Male,80,8,127799.29567320281,2,0,0,28023.14284696855,0
5434,75766217,Brown,756,Germany,Male,64,8,191808.10311540595,2,0,1,69846.37318666378,0
5435,67934902,Brown,868,Spain,Female,50,0,46371.41172729373,3,0,1,158799.926358199,1
5436,66247440,Williams,685,Germany,Male,27,5,123496.59599810104,2,0,1,86457.78042185683,0
5437,80093440,Brown,894,France,Male,78,3,14128.4002716002,1,1,1,144851.7187785906,0
5438,71184917,Brown,605,Germany,Female,82,8,60604.96498587562,1,0,1,73289.04568871873,0
5439,55964996,Jones,839,Germany,Female,35,6,36501.74143397478,2,0,1,192354.10941568302,1
5440,86917247,Jones,723,Germany,Female,54,2,26093.2912415201,2,0,1,131012.66521198934,1
5441,22977742,Johnson,582,France,Female,39,9,122442.05488201007,2,1,1,46206.13764037603,1
5442,70762482,Johnson,729,Germany,Male,56,8,180209.43570188005,4,1,1,42651.203954685996,1
5443,10587109,Jones,865,Germany,Male,26,4,65905.2025266326,3,1,1,10562.579323158476,1
5444,58358536,Jones,782,France,Male,63,4,124420.89875716131,2,0,0,175513.8059315488,1
5445,97760059,Johnson,726,France,Male,24,4,191991.93795614078,2,0,0,82240.10927153446,0
5446,44573637,Johnson,341,Spain,Female,81,5,120402.3883424423,3,0,1,193933.09207335938,0
5447,28728710,Smith,409,Spain,Male,80,9,109285.47287083123,4,0,1,126351.62960692572,1
5448,20099648,Brown,656,Germany,Female,66,5,160188.12508367925,3,0,0,133479.81351043997,0
5449,17472175,Jones,477,Spain,Female,74,9,117142.66542229563,2,0,0,115930.75762508425,1
5450,74444000,Jones,466,Spain,Female,46,5,240699.48378689005,3,1,1,181918.74045026474,1
5451,95334038,Johnson,765,Spain,Male,62,3,192062.95611818178,4,0,1,189992.00188718934,0
5452,69675347,Jones,314,France,Male,76,4,155061.26817292173,1,0,0,64926.665380778155,1
5453,65802775,Jones,696,France,Female,79,1,71659.53745162307,2,1,0,89230.48935831946,0
5454,91729878,Brown,360,Spain,Female,76,2,11996.999974566546,3,1,1,145337.23743527159,0
5455,84636345,Johnson,471,France,Female,18,9,222181.31513921364,3,1,0,16596.192133777924,0
5456,59331703,Smith,773,France,Male,34,8,91590.82687110701,4,1,0,116914.12663643429,1
5457,25993322,Brown,637,Spain,Male,22,2,114172.71371293353,1,1,1,56784.519301789886,1
5458,99704003,Jones,304,France,Female,28,1,232253.52940264007,1,1,0,138682.1150697918,1
5459,70897014,Brown,629,Spain,Female,18,5,108313.03899094902,1,0,1,12397.752711135943,1
5460,80745140,Williams,825,Spain,Female,21,8,121280.89564665643,3,0,0,189893.539022668,1
5461,69183462,Johnson,425,France,Female,34,8,175187.6025273721,2,0,0,76201.30161804121,0
5462,11586370,Jones,583,Spain,Female,26,0,162924.77137949772,2,0,0,44531.07571547684,0
5463,20816264,Jones,321,France,Male,39,5,140578.92256816276,2,0,0,134149.79058030958,1
5464,39672404,Johnson,576,Spain,Female,83,3,220575.3968510772,2,0,0,183151.1088305741,1
5465,97494813,Johnson,547,Spain,Male,88,9,180565.12400988606,2,0,0,166135.79100962833,1
5466,52381199,Jones,758,France,Female,88,6,240805.42313599255,2,0,0,189892.0233807835,0
5467,53714751,Smith,452,Germany,Male,66,3,222083.16235084648,1,0,0,158073.8955635218,0
5468,96775140,Smith,610,Spain,Male,64,3,104613.79937409676,2,1,1,36002.65454648204,0
5469,26689945,Jones,643,Germany,Male,81,4,112909.1559966712,4,0,1,56646.323969406,1
5470,63120690,Johnson,686,Spain,Female,80,0,239224.94205344908,1,1,0,101094.82189205501,1
5471,16981456,Brown,490,Spain,Male,45,1,140161.2819486718,2,1,0,30911.11644195646,1
5472,53057734,Brown,832,Spain,Male,87,6,248876.3172074121,3,0,0,101164.60490261125,0
5473,44892299,Johnson,678,France,Female,39,6,216831.74998367837,3,0,0,104616.74778335233,0
5474,61594274,Brown,333,Germany,Male,80,3,96107.92607028279,4,1,1,139361.15795873146,0
5475,24786644,Williams,683,Spain,Female,32,4,217791.07125236408,2,1,0,161923.362933016,0
5476,33883369,Brown,867,France,Female,67,7,134337.26175272273,3,0,1,109368.6457415087,0
5477,52061390,Williams,800,Spain,Female,28,4,165989.48882631608,3,1,0,98859.69594971644,1
5478,49624731,Brown,731,France,Male,84,0,56950.00914475143,3,1,1,88958.42831403906,1
5479,59153862,Johnson,578,Spain,Male,45,2,54121.76773882732,3,1,1,89682.65196419861,0
5480,29738383,Johnson,870,Spain,Male,21,3,208460.44830151706,2,1,0,41080.24278866108,0
5481,52636904,Brown,647,France,Female,49,1,163160.1420066078,4,1,0,197164.38956622448,0
5482,21489436,Smith,613,Spain,Male,31,2,158425.7301384861,1,0,0,46936.11438414111,0
5483,24442685,Williams,466,France,Female,36,9,122901.57627522752,1,1,0,196181.4404974585,1
5484,50165827,Jones,798,Germany,Female,49,7,37544.75738152926,4,0,1,36390.11869414219,1
5485,85610361,Brown,345,Spain,Male,61,6,248292.68614228102,2,0,1,47971.135787097686,0
5486,34446210,Johnson,454,Spain,Female,69,3,131568.26236258616,3,1,0,95286.24689709456,0
5487,15619935,Johnson,741,Germany,Female,35,7,22213.79265739182,3,0,0,58304.027943988876,0
5488,58317491,Williams,619,Germany,Male,45,1,146312.67214972022,1,0,1,51210.31600359844,1
5489,63251174,Jones,429,Germany,Female,55,8,217954.19110398964,1,1,0,178457.0366635491,1
5490,89345697,Johnson,720,France,Female,84,1,147043.0164999131,1,0,0,169797.44994111574,1
5491,83729917,Brown,524,Germany,Female,56,4,17949.12870037532,1,0,1,74429.73648872861,0
5492,64492237,Williams,532,Spain,Female,45,6,170073.8401910093,3,1,0,140054.9876081226,0
5493,69980272,Smith,724,Germany,Male,68,6,90025.37325495471,3,0,0,133711.2774589404,0
5494,26323862,Williams,426,Spain,Male,38,1,83434.66075594086,2,1,1,173044.69359755397,0
5495,56312505,Williams,830,Germany,Male,54,6,243112.69978533927,2,1,1,50478.65469347371,1
5496,83035243,Jones,711,Spain,Male,66,8,236869.93704447418,1,0,1,44590.13619065978,1
5497,47419671,Williams,511,Spain,Female,72,8,3498.1307226181757,3,0,1,197236.1344567781,0
5498,60103733,Williams,783,France,Male,19,8,79216.00818660634,1,0,0,127619.3184202521,0
